"rank","lemma","translit","pos","gloss_en","combined_zipf","subs_fpm","forum_fpm","subs_zipf","forum_zipf","doc_dispersion_subs","doc_dispersion_forum","register_skew","is_proper","forms_collapsed"
"666","თმა","tma","noun","hair","5.176","173.00","130.25","5.238","5.115","0.2941","0.0176","0","0","თმა,თმის,თმები,თმას,თმების,თმით,თმაში,თმებს"
"667","არაუშავს","araushavs","interj","it's okay, no problem, not bad","5.176","310.66","72.51","5.492","4.860","0.2941","0.0219","0","0","არაუშავს,არაუშავსო,არაუშავთ,არაუშავდა"
"668","გახარება","gakhareba","verb","to rejoice, to make happy, to gladden","5.176","98.59","228.34","4.994","5.359","0.2500","0.0594","0","0","გაიხარე,ხარობს,გაიხარებს,მახარებს,გავახარე,გაიხაროს,ახარებს,გაგახარებს"
"669","ბურთი","burti","noun","ball","5.176","132.08","170.40","5.121","5.231","0.2059","0.0207","0","0","ბურთი,ბურთის,ბურთს,ბურთების,ბურთით,ბურთები,ბურთებს,ბურთზე"
"670","სასაცილო","sasatsilo","adj","funny, ridiculous, laughable","5.176","284.61","78.92","5.454","4.897","0.4853","0.0218","0","0","სასაცილო,სასაცილოა,სასაცილოც,სასაცილოდაც,სასაცილოები,სასაცილოს"
"671","მტერი","mt'eri","noun","enemy, foe","5.174","262.29","85.16","5.419","4.930","0.3676","0.0185","0","0","მტერი,მტერს,მტრის,მტრები,მტერია,მტერმა,მტრებს,მტრად"
"672","მეზობელი","mezobeli","noun","neighboring, adjacent","5.174","128.36","173.89","5.108","5.240","0.2353","0.0349","0","0","მეზობელი,მეზობელს,მეზობლის,მეზობლები,მეზობელმა,მეზობლებს,მეზობლების,მეზობელთან"
"673","მორჩენა","morchena","verb","to finish, to complete, to recover","5.174","143.24","155.74","5.156","5.192","0.2353","0.0433","0","0","მორჩა,მოვრჩი,მორჩება,მოვრჩები,მორჩეს,მოვრჩეთ,მორჩები,მორჩით"
"674","გმადლობთ","gmadlobt","interj","thank you","5.174","466.92","47.76","5.669","4.679","0.5441","0.0139","0","0","გმადლობთ,გმადლობტ"
"675","დარბაზი","darbazi","noun","hall, assembly hall, palace","5.174","102.31","217.89","5.010","5.338","0.2353","0.0283","0","0","დარბაზი,დარბაზში,დარბაზის,დარბაზები,დარბაზია,დარბაზს,დარბაზებისა,დარბაზებში"
"676","ბედი","bedi","noun","fate, destiny, luck","5.174","273.45","81.49","5.437","4.911","0.4559","0.0225","0","0","ბედი,ბედს,ბედის,ბედია,ბედზე,ბედმა,ბედიც"
"677","რეალური","realuri","adj","real, actual","5.174","98.59","225.77","4.994","5.354","0.2794","0.0519","0","0","რეალური,რეალურ,რეალურია,რეალურს,რელური,რეალურში,რეალურიც,რეალურთან"
"678","ხსნა","khsna","verb","to save, to rescue, to relieve","5.173","79.99","277.47","4.903","5.443","0.2794","0.0709","0","0","ხსნის,იხსნება,ვხსნი,ხსნი,ხსნიან,მიხსნის,ხსნით,ხსნიდა"
"679","დოლარი","dolari","noun","dollar","5.173","98.59","224.67","4.994","5.352","0.1912","0.0395","0","0","დოლარი,დოლარის,დოლარს,დოლარად,დოლარამდე,დოლარში,დოლარზე,დოლარია"
"680","ზღვა","zghva","noun","sea, ocean","5.173","165.56","133.74","5.219","5.126","0.2206","0.0256","0","0","ზღვის,ზღვა,ზღვაზე,ზღვაში,ზღვას,ზღვიდან,ზღვით,ზღვისკენ"
"681","შეჩერება","shechereba","verb","to stop, to halt, to suspend","5.172","533.88","41.34","5.727","4.616","0.6176","0.0119","0","0","შეჩერება,შეაჩერე,შეჩერდა,შეჩერების,შეაჩერებს,შეაჩერა,შეჩერებას,შევჩერდები"
"682","გოგონა","gogona","noun","girl","5.171","452.03","48.67","5.655","4.687","0.5588","0.0116","0","0","გოგონა,გოგონას,გოგონები,გოგონების,გოგონებს,გოგონათა,გოგონებმა,გოგონამ"
"683","მისამართი","misamarti","noun","address","5.169","128.36","169.49","5.108","5.229","0.2059","0.0368","0","0","მისამართი,მისამართზე,მისამართს,მისამართები,მისამართით,მისამართის,მისამართებს,მისამართია"
"684","შორს","shors","adv","far, far away","5.169","210.21","103.49","5.323","5.015","0.4853","0.0293","0","0","შორს,შორსაა,შორსაც,შორსა"
"685","ბილეთი","bileti","noun","ticket","5.167","113.47","190.57","5.055","5.280","0.1765","0.0264","0","0","ბილეთი,ბილეთები,ბილეთს,ბილეთის,ბილეთში,ბილეთებს,ბილეთების,ბილეთია"
"686","რაოდენობა","raodenoba","noun","quantity, amount, number","5.162","61.39","344.02","4.788","5.537","0.1912","0.0626","0","0","რაოდენობა,რაოდენობით,რაოდენობის,რაოდენობას,რაოდენობაზე,რაოდენობაც,რაოდენობისა,რაოდენობაში"
"687","ამოღება","amogheba","verb","to remove, to extract, to withdraw","5.162","135.80","155.00","5.133","5.190","0.3382","0.0348","0","0","ამოიღო,ამოვიღე,ამოიღეს,ამოიღე,ამოიღებ,ამოიღეთ,ამოიღონ,ამოიღებს"
"688","დამატება","damat'eba","verb","to add, to supplement","5.162","61.39","342.73","4.788","5.535","0.1912","0.0734","0","0","დავამატებ,დაემატა,დაემატება,დავამატო,დაამატე,დავამატე,დაამატო,დავამატებდი"
